,Unnamed: 0,strategy,ticker,time window,commission,market,yearly avg performance strategy (%),yearly avg performance buy & hold (%),yearly return differential (%)
596,596,RSI + MACD + EMA9,CTLT,2010-01-01/2023-01-01,0.3,S&P 500,10.10125,21.033749999999998,-10.932499999999997
597,597,RSI + MACD + EMA9,CAT,2010-01-01/2023-01-01,0.3,XLI,19.45583333333333,11.714999999999998,7.740833333333333
598,598,RSI + MACD + EMA9,CBOE,2010-01-01/2023-01-01,0.3,S&P 500,9.1325,15.296666666666667,-6.164166666666667
599,599,RSI + MACD + EMA9,CBRE,2010-01-01/2023-01-01,0.3,XLRE,17.5,16.976666666666667,0.5233333333333334
600,600,RSI + MACD + EMA9,CDW,2010-01-01/2023-01-01,0.3,S&P 500,13.635555555555555,26.76111111111111,-13.125555555555554
601,601,RSI + MACD + EMA9,CE,2010-01-01/2023-01-01,0.3,S&P 500,11.535000000000002,13.925833333333332,-2.3908333333333296
602,602,RSI + MACD + EMA9,CNC,2010-01-01/2023-01-01,0.3,S&P 500,12.748333333333335,27.50583333333333,-14.757499999999997
603,603,RSI + MACD + EMA9,CNP,2010-01-01/2023-01-01,0.3,S&P 500,3.1750000000000007,7.5125,-4.3374999999999995
604,604,RSI + MACD + EMA9,CDAY,2010-01-01/2023-01-01,0.3,S&P 500,-12.504999999999999,20.935,-33.44
605,605,RSI + MACD + EMA9,CF,2010-01-01/2023-01-01,0.3,XLB,19.400833333333335,20.348333333333333,-0.947499999999998
606,606,RSI + MACD + EMA9,CRL,2010-01-01/2023-01-01,0.3,S&P 500,7.474166666666666,20.726666666666663,-13.252499999999998
607,607,RSI + MACD + EMA9,SCHW,2010-01-01/2023-01-01,0.3,XLF,13.271666666666667,16.904166666666665,-3.6324999999999985
608,608,RSI + MACD + EMA9,CHTR,2010-01-01/2023-01-01,0.3,XLC,12.902500000000002,27.123333333333335,-14.220833333333333
609,609,RSI + MACD + EMA9,CVX,2010-01-01/2023-01-01,0.3,XLE,2.584166666666667,7.8825,-5.298333333333334
610,610,RSI + MACD + EMA9,CMG,2010-01-01/2023-01-01,0.3,XLY,16.996666666666666,26.033333333333335,-9.036666666666669
611,611,RSI + MACD + EMA9,CB,2010-01-01/2023-01-01,0.3,XLF,11.935833333333335,12.129166666666668,-0.19333333333333336
612,612,RSI + MACD + EMA9,CHD,2010-01-01/2023-01-01,0.3,XLP,11.7025,15.483333333333333,-3.780833333333332
613,613,RSI + MACD + EMA9,CI,2010-01-01/2023-01-01,0.3,XLV,13.233333333333334,20.128333333333334,-6.895
614,614,RSI + MACD + EMA9,CINF,2010-01-01/2023-01-01,0.3,S&P 500,17.05333333333333,13.524166666666666,3.529166666666665
615,615,RSI + MACD + EMA9,CTAS,2010-01-01/2023-01-01,0.3,S&P 500,16.298333333333332,25.7925,-9.494166666666668
616,616,RSI + MACD + EMA9,CSCO,2010-01-01/2023-01-01,0.3,XLK,12.755,7.655833333333334,5.099166666666667
617,617,RSI + MACD + EMA9,C,2010-01-01/2023-01-01,0.3,XLF,0.8783333333333347,4.52,-3.641666666666665
618,618,RSI + MACD + EMA9,CFG,2010-01-01/2023-01-01,0.3,S&P 500,9.9525,10.521250000000002,-0.5687500000000014
619,619,RSI + MACD + EMA9,CLX,2010-01-01/2023-01-01,0.3,XLP,1.3141666666666667,7.889999999999998,-6.575833333333331
620,620,RSI + MACD + EMA9,CME,2010-01-01/2023-01-01,0.3,XLF,3.070833333333334,11.70083333333333,-8.629999999999995
621,621,RSI + MACD + EMA9,CMS,2010-01-01/2023-01-01,0.3,XLU,6.409166666666668,12.313333333333334,-5.904166666666667
622,622,RSI + MACD + EMA9,KO,2010-01-01/2023-01-01,0.3,XLP,3.2891666666666666,6.866666666666667,-3.5775000000000006
623,623,RSI + MACD + EMA9,CTSH,2010-01-01/2023-01-01,0.3,XLK,9.780833333333334,9.16,0.6208333333333336
624,624,RSI + MACD + EMA9,CL,2010-01-01/2023-01-01,0.3,XLP,0.105833333333333,5.939166666666666,-5.833333333333333
625,625,RSI + MACD + EMA9,CMCSA,2010-01-01/2023-01-01,0.3,XLC,10.490833333333331,14.63,-4.13916666666667
626,626,RSI + MACD + EMA9,CMA,2010-01-01/2023-01-01,0.3,S&P 500,9.750833333333334,10.785833333333334,-1.0350000000000001
627,627,RSI + MACD + EMA9,CAG,2010-01-01/2023-01-01,0.3,XLP,11.395833333333334,6.454166666666667,4.941666666666667
628,628,RSI + MACD + EMA9,COP,2010-01-01/2023-01-01,0.3,XLE,15.509166666666667,11.910000000000002,3.5991666666666653
629,629,RSI + MACD + EMA9,ED,2010-01-01/2023-01-01,0.3,XLU,2.510833333333333,6.404166666666666,-3.893333333333333
630,630,RSI + MACD + EMA9,STZ,2010-01-01/2023-01-01,0.3,XLP,14.7425,27.177499999999995,-12.434999999999995
631,631,RSI + MACD + EMA9,CEG,2010-01-01/2023-01-01,0.3,S&P 500,,,
632,632,RSI + MACD + EMA9,COO,2010-01-01/2023-01-01,0.3,S&P 500,4.960833333333334,20.460833333333333,-15.5
633,633,RSI + MACD + EMA9,CPRT,2010-01-01/2023-01-01,0.3,S&P 500,24.449166666666667,25.665000000000003,-1.215833333333336
634,634,RSI + MACD + EMA9,GLW,2010-01-01/2023-01-01,0.3,S&P 500,8.639166666666666,7.4025,1.2366666666666664
635,635,RSI + MACD + EMA9,CTVA,2010-01-01/2023-01-01,0.3,XLB,13.303333333333333,29.23,-15.926666666666668
636,636,RSI + MACD + EMA9,CSGP,2010-01-01/2023-01-01,0.3,S&P 500,20.331666666666663,27.86499999999999,-7.533333333333328
637,637,RSI + MACD + EMA9,COST,2010-01-01/2023-01-01,0.3,XLP,12.753333333333332,19.694166666666664,-6.940833333333332
638,638,RSI + MACD + EMA9,CTRA,2010-01-01/2023-01-01,0.3,S&P 500,12.959166666666668,14.286666666666667,-1.3274999999999988
639,639,RSI + MACD + EMA9,CCI,2010-01-01/2023-01-01,0.3,XLRE,5.613333333333333,13.27833333333333,-7.664999999999997
640,640,RSI + MACD + EMA9,CSX,2010-01-01/2023-01-01,0.3,XLI,13.499166666666667,17.145,-3.645833333333332
641,641,RSI + MACD + EMA9,CMI,2010-01-01/2023-01-01,0.3,XLB,15.409999999999998,10.423333333333332,4.986666666666666
642,642,RSI + MACD + EMA9,CVS,2010-01-01/2023-01-01,0.3,XLV,10.838333333333333,11.333333333333334,-0.495000000000001
643,643,RSI + MACD + EMA9,DHI,2010-01-01/2023-01-01,0.3,XLY,14.820833333333333,18.680833333333336,-3.860000000000003
644,644,RSI + MACD + EMA9,DHR,2010-01-01/2023-01-01,0.3,XLV,12.550000000000002,20.645,-8.094999999999997
645,645,RSI + MACD + EMA9,DRI,2010-01-01/2023-01-01,0.3,S&P 500,14.306666666666665,12.505833333333333,1.8008333333333315
646,646,RSI + MACD + EMA9,DVA,2010-01-01/2023-01-01,0.3,S&P 500,16.413333333333334,11.145000000000003,5.268333333333331
647,647,RSI + MACD + EMA9,DE,2010-01-01/2023-01-01,0.3,XLI,7.6308333333333325,17.963333333333335,-10.332500000000003
648,648,RSI + MACD + EMA9,DAL,2010-01-01/2023-01-01,0.3,XLI,20.508333333333336,14.981666666666664,5.526666666666673
649,649,RSI + MACD + EMA9,XRAY,2010-01-01/2023-01-01,0.3,S&P 500,6.691666666666667,3.2499999999999996,3.4416666666666678
650,650,RSI + MACD + EMA9,DVN,2010-01-01/2023-01-01,0.3,XLE,13.910000000000002,9.368333333333334,4.541666666666668
651,651,RSI + MACD + EMA9,DXCM,2010-01-01/2023-01-01,0.3,S&P 500,44.972500000000004,41.35,3.6225000000000023
652,652,RSI + MACD + EMA9,FANG,2010-01-01/2023-01-01,0.3,S&P 500,14.020000000000001,33.394999999999996,-19.374999999999993
653,653,RSI + MACD + EMA9,DLR,2010-01-01/2023-01-01,0.3,XLRE,7.11,8.013333333333334,-0.9033333333333333
654,654,RSI + MACD + EMA9,DFS,2010-01-01/2023-01-01,0.3,XLF,10.185,20.98166666666667,-10.796666666666669
655,655,RSI + MACD + EMA9,DIS,2010-01-01/2023-01-01,0.3,XLC,8.878333333333334,12.825833333333335,-3.9475000000000016
656,656,RSI + MACD + EMA9,DG,2010-01-01/2023-01-01,0.3,XLY,18.90166666666667,20.135833333333334,-1.2341666666666633
657,657,RSI + MACD + EMA9,DLTR,2010-01-01/2023-01-01,0.3,XLY,7.756666666666668,18.86,-11.103333333333332
658,658,RSI + MACD + EMA9,D,2010-01-01/2023-01-01,0.3,XLU,3.39,5.554166666666667,-2.164166666666667
659,659,RSI + MACD + EMA9,DPZ,2010-01-01/2023-01-01,0.3,S&P 500,23.029166666666665,34.50833333333333,-11.479166666666668
660,660,RSI + MACD + EMA9,DOV,2010-01-01/2023-01-01,0.3,XLI,11.095833333333331,14.250833333333334,-3.155000000000003
661,661,RSI + MACD + EMA9,DOW,2010-01-01/2023-01-01,0.3,XLB,15.863333333333335,5.906666666666666,9.956666666666669
662,662,RSI + MACD + EMA9,DTE,2010-01-01/2023-01-01,0.3,XLU,7.936666666666667,10.360833333333332,-2.4241666666666646
663,663,RSI + MACD + EMA9,DUK,2010-01-01/2023-01-01,0.3,XLU,6.108333333333333,6.310833333333335,-0.20250000000000146
664,664,RSI + MACD + EMA9,DD,2010-01-01/2023-01-01,0.3,XLB,12.483333333333334,6.144166666666666,6.339166666666668
665,665,RSI + MACD + EMA9,DXC,2010-01-01/2023-01-01,0.3,S&P 500,19.999166666666667,10.21333333333333,9.785833333333338
666,666,RSI + MACD + EMA9,EMN,2010-01-01/2023-01-01,0.3,XLB,16.885833333333334,11.558333333333332,5.327500000000002
667,667,RSI + MACD + EMA9,ETN,2010-01-01/2023-01-01,0.3,XLI,10.408333333333333,13.150833333333333,-2.7424999999999997
668,668,RSI + MACD + EMA9,EBAY,2010-01-01/2023-01-01,0.3,XLY,19.9875,15.348333333333334,4.639166666666666
669,669,RSI + MACD + EMA9,ECL,2010-01-01/2023-01-01,0.3,XLB,3.8208333333333333,12.119166666666667,-8.298333333333334
670,670,RSI + MACD + EMA9,EIX,2010-01-01/2023-01-01,0.3,XLU,-1.3008333333333328,5.928333333333335,-7.229166666666668
671,671,RSI + MACD + EMA9,EW,2010-01-01/2023-01-01,0.3,S&P 500,18.813333333333333,23.185,-4.371666666666666
672,672,RSI + MACD + EMA9,EA,2010-01-01/2023-01-01,0.3,XLC,15.582500000000001,22.717499999999998,-7.134999999999996
673,673,RSI + MACD + EMA9,ELV,2010-01-01/2023-01-01,0.3,S&P 500,10.399166666666668,20.910833333333333,-10.511666666666665
674,674,RSI + MACD + EMA9,LLY,2010-01-01/2023-01-01,0.3,XLV,9.703333333333335,20.596666666666668,-10.893333333333333
675,675,RSI + MACD + EMA9,EMR,2010-01-01/2023-01-01,0.3,XLI,6.420833333333333,6.009999999999999,0.4108333333333345
676,676,RSI + MACD + EMA9,ENPH,2010-01-01/2023-01-01,0.3,S&P 500,83.495,94.60900000000001,-11.114000000000004
677,677,RSI + MACD + EMA9,ETR,2010-01-01/2023-01-01,0.3,XLU,0.14416666666666642,3.6558333333333333,-3.5116666666666667
678,678,RSI + MACD + EMA9,EOG,2010-01-01/2023-01-01,0.3,XLE,11.260833333333332,11.804166666666667,-0.5433333333333348
679,679,RSI + MACD + EMA9,EPAM,2010-01-01/2023-01-01,0.3,S&P 500,23.579,39.712,-16.133000000000003
680,680,RSI + MACD + EMA9,EQT,2010-01-01/2023-01-01,0.3,XLE,18.032500000000002,10.65833333333333,7.374166666666673
681,681,RSI + MACD + EMA9,EFX,2010-01-01/2023-01-01,0.3,S&P 500,8.601666666666667,17.910833333333333,-9.309166666666666
682,682,RSI + MACD + EMA9,EQIX,2010-01-01/2023-01-01,0.3,XLRE,14.505833333333333,20.02,-5.514166666666666
683,683,RSI + MACD + EMA9,EQR,2010-01-01/2023-01-01,0.3,XLRE,1.4691666666666663,5.8,-4.3308333333333335
684,684,RSI + MACD + EMA9,ESS,2010-01-01/2023-01-01,0.3,XLRE,7.290833333333333,9.825833333333334,-2.535000000000001
685,685,RSI + MACD + EMA9,EL,2010-01-01/2023-01-01,0.3,XLP,10.031666666666666,20.744999999999997,-10.713333333333331
686,686,RSI + MACD + EMA9,ETSY,2010-01-01/2023-01-01,0.3,S&P 500,54.41142857142857,51.23000000000001,3.1814285714285617
687,687,RSI + MACD + EMA9,EG,2010-01-01/2023-01-01,0.3,S&P 500,8.781666666666668,11.760833333333336,-2.979166666666668
688,688,RSI + MACD + EMA9,EVRG,2010-01-01/2023-01-01,0.3,S&P 500,3.3558333333333334,9.278333333333334,-5.922500000000001
689,689,RSI + MACD + EMA9,ES,2010-01-01/2023-01-01,0.3,XLU,8.671666666666667,9.938333333333334,-1.2666666666666675
690,690,RSI + MACD + EMA9,EXC,2010-01-01/2023-01-01,0.3,XLU,7.583333333333333,3.9250000000000003,3.6583333333333328
691,691,RSI + MACD + EMA9,EXPE,2010-01-01/2023-01-01,0.3,S&P 500,19.883333333333333,11.886666666666665,7.996666666666668
692,692,RSI + MACD + EMA9,EXPD,2010-01-01/2023-01-01,0.3,S&P 500,13.821666666666667,8.845833333333333,4.975833333333334
693,693,RSI + MACD + EMA9,EXR,2010-01-01/2023-01-01,0.3,XLRE,10.189999999999998,24.9075,-14.717500000000001
694,694,RSI + MACD + EMA9,XOM,2010-01-01/2023-01-01,0.3,XLE,3.2341666666666673,5.4925,-2.2583333333333324
695,695,RSI + MACD + EMA9,FFIV,2010-01-01/2023-01-01,0.3,S&P 500,22.208333333333332,8.051666666666668,14.156666666666665
696,696,RSI + MACD + EMA9,FDS,2010-01-01/2023-01-01,0.3,S&P 500,9.244166666666667,15.677499999999997,-6.43333333333333
697,697,RSI + MACD + EMA9,FICO,2010-01-01/2023-01-01,0.3,S&P 500,15.196666666666667,29.10666666666666,-13.909999999999991
698,698,RSI + MACD + EMA9,FAST,2010-01-01/2023-01-01,0.3,S&P 500,10.33083333333333,13.536666666666667,-3.205833333333336
699,699,RSI + MACD + EMA9,FRT,2010-01-01/2023-01-01,0.3,XLRE,7.234166666666668,4.501666666666667,2.732500000000001
700,700,RSI + MACD + EMA9,FDX,2010-01-01/2023-01-01,0.3,XLI,8.350833333333334,9.785833333333334,-1.4350000000000005
701,701,RSI + MACD + EMA9,FITB,2010-01-01/2023-01-01,0.3,XLF,10.329166666666666,11.885833333333332,-1.5566666666666666
702,702,RSI + MACD + EMA9,FSLR,2010-01-01/2023-01-01,0.3,S&P 500,6.574999999999998,7.63,-1.0550000000000015
703,703,RSI + MACD + EMA9,FE,2010-01-01/2023-01-01,0.3,XLU,1.93,1.274166666666667,0.655833333333333
704,704,RSI + MACD + EMA9,FIS,2010-01-01/2023-01-01,0.3,S&P 500,9.883333333333335,12.385833333333332,-2.5024999999999977
705,705,RSI + MACD + EMA9,FI,2010-01-01/2023-01-01,0.3,S&P 500,7.185833333333334,19.384999999999994,-12.19916666666666
706,706,RSI + MACD + EMA9,FLT,2010-01-01/2023-01-01,0.3,S&P 500,20.0425,22.077499999999997,-2.0349999999999966
707,707,RSI + MACD + EMA9,FMC,2010-01-01/2023-01-01,0.3,XLB,9.081666666666665,14.825833333333334,-5.744166666666668
708,708,RSI + MACD + EMA9,F,2010-01-01/2023-01-01,0.3,XLY,12.53,5.035,7.494999999999999
709,709,RSI + MACD + EMA9,FTNT,2010-01-01/2023-01-01,0.3,S&P 500,26.140833333333333,36.98583333333333,-10.844999999999999
710,710,RSI + MACD + EMA9,FTV,2010-01-01/2023-01-01,0.3,S&P 500,9.626666666666667,7.390000000000001,2.2366666666666664
711,711,RSI + MACD + EMA9,FOXA,2010-01-01/2023-01-01,0.3,S&P 500,-5.433333333333334,1.6700000000000002,-7.1033333333333335
712,712,RSI + MACD + EMA9,FOX,2010-01-01/2023-01-01,0.3,S&P 500,15.38,-0.8899999999999993,16.27
713,713,RSI + MACD + EMA9,BEN,2010-01-01/2023-01-01,0.3,S&P 500,6.970833333333334,-0.050000000000000266,7.020833333333334
714,714,RSI + MACD + EMA9,FCX,2010-01-01/2023-01-01,0.3,XLB,21.3125,8.473333333333334,12.839166666666666
715,715,RSI + MACD + EMA9,GRMN,2010-01-01/2023-01-01,0.3,S&P 500,7.744166666666666,12.378333333333332,-4.634166666666666
716,716,RSI + MACD + EMA9,IT,2010-01-01/2023-01-01,0.3,S&P 500,19.897499999999997,24.165000000000003,-4.267500000000005
717,717,RSI + MACD + EMA9,GEHC,2010-01-01/2023-01-01,0.3,S&P 500,,,
718,718,RSI + MACD + EMA9,GEN,2010-01-01/2023-01-01,0.3,S&P 500,14.528333333333334,5.037499999999999,9.490833333333335
719,719,RSI + MACD + EMA9,GNRC,2010-01-01/2023-01-01,0.3,S&P 500,27.011666666666667,34.76,-7.748333333333331
720,720,RSI + MACD + EMA9,GD,2010-01-01/2023-01-01,0.3,XLI,7.223333333333333,12.240833333333335,-5.017500000000002
721,721,RSI + MACD + EMA9,GE,2010-01-01/2023-01-01,0.3,XLI,4.234166666666664,-0.2600000000000007,4.494166666666665
722,722,RSI + MACD + EMA9,GIS,2010-01-01/2023-01-01,0.3,XLP,3.641666666666666,6.815833333333333,-3.174166666666667
723,723,RSI + MACD + EMA9,GM,2010-01-01/2023-01-01,0.3,XLY,9.362499999999999,4.844166666666667,4.518333333333332
724,724,RSI + MACD + EMA9,GPC,2010-01-01/2023-01-01,0.3,S&P 500,10.269166666666665,11.51,-1.2408333333333346
725,725,RSI + MACD + EMA9,GILD,2010-01-01/2023-01-01,0.3,XLV,16.363333333333333,14.866666666666665,1.496666666666668
726,726,RSI + MACD + EMA9,GL,2010-01-01/2023-01-01,0.3,S&P 500,17.619166666666665,13.6975,3.921666666666665
727,727,RSI + MACD + EMA9,GPN,2010-01-01/2023-01-01,0.3,S&P 500,7.209166666666667,18.061666666666667,-10.8525
728,728,RSI + MACD + EMA9,GS,2010-01-01/2023-01-01,0.3,XLF,-1.8858333333333326,9.569166666666666,-11.454999999999998
729,729,RSI + MACD + EMA9,HAL,2010-01-01/2023-01-01,0.3,XLE,8.040000000000001,6.269166666666666,1.7708333333333348
730,730,RSI + MACD + EMA9,HIG,2010-01-01/2023-01-01,0.3,S&P 500,6.214166666666666,11.15,-4.935833333333334
731,731,RSI + MACD + EMA9,HAS,2010-01-01/2023-01-01,0.3,S&P 500,13.418333333333335,7.031666666666667,6.386666666666668
732,732,RSI + MACD + EMA9,HCA,2010-01-01/2023-01-01,0.3,XLV,29.824545454545454,23.331818181818186,6.492727272727269
733,733,RSI + MACD + EMA9,PEAK,2010-01-01/2023-01-01,0.3,XLRE,4.590000000000001,0.4975000000000008,4.0925
734,734,RSI + MACD + EMA9,HSIC,2010-01-01/2023-01-01,0.3,S&P 500,6.989999999999999,11.6075,-4.617500000000001
735,735,RSI + MACD + EMA9,HSY,2010-01-01/2023-01-01,0.3,XLP,9.054166666666667,14.729999999999999,-5.6758333333333315
736,736,RSI + MACD + EMA9,HES,2010-01-01/2023-01-01,0.3,XLE,14.481666666666667,9.120833333333334,5.360833333333334
737,737,RSI + MACD + EMA9,HPE,2010-01-01/2023-01-01,0.3,S&P 500,11.42285714285714,10.709999999999999,0.7128571428571409
738,738,RSI + MACD + EMA9,HLT,2010-01-01/2023-01-01,0.3,S&P 500,18.27444444444444,14.55888888888889,3.715555555555552
739,739,RSI + MACD + EMA9,HOLX,2010-01-01/2023-01-01,0.3,S&P 500,15.796666666666667,14.023333333333333,1.7733333333333334
740,740,RSI + MACD + EMA9,HD,2010-01-01/2023-01-01,0.3,XLY,18.226666666666667,21.896666666666665,-3.669999999999998
741,741,RSI + MACD + EMA9,HON,2010-01-01/2023-01-01,0.3,XLI,14.82,14.24,0.5800000000000001
742,742,RSI + MACD + EMA9,HRL,2010-01-01/2023-01-01,0.3,S&P 500,5.845833333333332,14.193333333333333,-8.3475
743,743,RSI + MACD + EMA9,HST,2010-01-01/2023-01-01,0.3,XLRE,6.222499999999999,3.225,2.997499999999999
744,744,RSI + MACD + EMA9,HWM,2010-01-01/2023-01-01,0.3,XLI,15.58,13.053333333333333,2.5266666666666673
745,745,RSI + MACD + EMA9,HPQ,2010-01-01/2023-01-01,0.3,S&P 500,6.252499999999999,7.9508333333333345,-1.698333333333336
746,746,RSI + MACD + EMA9,HUM,2010-01-01/2023-01-01,0.3,S&P 500,17.1775,21.88333333333333,-4.705833333333331
747,747,RSI + MACD + EMA9,HBAN,2010-01-01/2023-01-01,0.3,S&P 500,15.055,9.575000000000001,5.479999999999999
748,748,RSI + MACD + EMA9,HII,2010-01-01/2023-01-01,0.3,S&P 500,19.816363636363636,20.919090909090908,-1.1027272727272717
749,749,RSI + MACD + EMA9,IBM,2010-01-01/2023-01-01,0.3,S&P 500,5.420000000000001,1.1241666666666663,4.295833333333334
750,750,RSI + MACD + EMA9,IEX,2010-01-01/2023-01-01,0.3,S&P 500,16.397499999999997,17.148333333333333,-0.7508333333333361
751,751,RSI + MACD + EMA9,IDXX,2010-01-01/2023-01-01,0.3,XLV,16.325833333333335,27.22,-10.894166666666663
752,752,RSI + MACD + EMA9,ITW,2010-01-01/2023-01-01,0.3,XLI,18.0825,13.781666666666668,4.3008333333333315
753,753,RSI + MACD + EMA9,ILMN,2010-01-01/2023-01-01,0.3,S&P 500,29.082499999999996,22.144166666666667,6.938333333333329
754,754,RSI + MACD + EMA9,INCY,2010-01-01/2023-01-01,0.3,S&P 500,19.83666666666667,21.47666666666667,-1.6400000000000006
755,755,RSI + MACD + EMA9,IR,2010-01-01/2023-01-01,0.3,XLI,10.908000000000001,15.245999999999999,-4.337999999999997
756,756,RSI + MACD + EMA9,PODD,2010-01-01/2023-01-01,0.3,S&P 500,25.105,29.756666666666664,-4.651666666666664
757,757,RSI + MACD + EMA9,INTC,2010-01-01/2023-01-01,0.3,XLK,1.4558333333333338,6.554166666666666,-5.098333333333333
758,758,RSI + MACD + EMA9,ICE,2010-01-01/2023-01-01,0.3,XLF,11.331666666666669,14.700833333333335,-3.3691666666666666
759,759,RSI + MACD + EMA9,IFF,2010-01-01/2023-01-01,0.3,XLB,11.5575,8.864166666666668,2.6933333333333316
760,760,RSI + MACD + EMA9,IP,2010-01-01/2023-01-01,0.3,XLB,6.340833333333333,7.0025,-0.6616666666666671
761,761,RSI + MACD + EMA9,IPG,2010-01-01/2023-01-01,0.3,S&P 500,6.445833333333333,13.115,-6.669166666666667
762,762,RSI + MACD + EMA9,INTU,2010-01-01/2023-01-01,0.3,XLK,17.964166666666667,23.605,-5.640833333333333
763,763,RSI + MACD + EMA9,ISRG,2010-01-01/2023-01-01,0.3,XLV,18.256666666666668,19.985833333333336,-1.7291666666666679
764,764,RSI + MACD + EMA9,IVZ,2010-01-01/2023-01-01,0.3,S&P 500,1.7074999999999998,3.951666666666665,-2.244166666666665
765,765,RSI + MACD + EMA9,INVH,2010-01-01/2023-01-01,0.3,S&P 500,9.177999999999999,11.498000000000001,-2.320000000000002
766,766,RSI + MACD + EMA9,IQV,2010-01-01/2023-01-01,0.3,S&P 500,15.01222222222222,20.732222222222223,-5.720000000000002
767,767,RSI + MACD + EMA9,IRM,2010-01-01/2023-01-01,0.3,XLRE,12.270833333333334,8.379166666666668,3.8916666666666657
768,768,RSI + MACD + EMA9,JBHT,2010-01-01/2023-01-01,0.3,S&P 500,16.048333333333332,15.412500000000001,0.6358333333333306
769,769,RSI + MACD + EMA9,JKHY,2010-01-01/2023-01-01,0.3,S&P 500,13.904166666666667,18.59166666666667,-4.687500000000002
770,770,RSI + MACD + EMA9,J,2010-01-01/2023-01-01,0.3,S&P 500,12.288333333333334,11.414166666666665,0.8741666666666692
771,771,RSI + MACD + EMA9,JNJ,2010-01-01/2023-01-01,0.3,XLV,3.2066666666666666,9.170833333333333,-5.9641666666666655
772,772,RSI + MACD + EMA9,JCI,2010-01-01/2023-01-01,0.3,S&P 500,12.905833333333334,11.881666666666668,1.024166666666666
773,773,RSI + MACD + EMA9,JPM,2010-01-01/2023-01-01,0.3,XLF,12.518333333333333,11.621666666666664,0.8966666666666683
774,774,RSI + MACD + EMA9,JNPR,2010-01-01/2023-01-01,0.3,S&P 500,1.9083333333333332,1.9291666666666671,-0.020833333333333925
775,775,RSI + MACD + EMA9,K,2010-01-01/2023-01-01,0.3,XLP,2.13,2.9041666666666672,-0.7741666666666673
776,776,RSI + MACD + EMA9,KDP,2010-01-01/2023-01-01,0.3,XLP,5.6475,4.605833333333333,1.041666666666667
777,777,RSI + MACD + EMA9,KEY,2010-01-01/2023-01-01,0.3,XLF,7.345833333333334,10.229166666666666,-2.883333333333332
778,778,RSI + MACD + EMA9,KEYS,2010-01-01/2023-01-01,0.3,S&P 500,9.675,24.855,-15.18
779,779,RSI + MACD + EMA9,KMB,2010-01-01/2023-01-01,0.3,XLP,5.1483333333333325,7.140833333333333,-1.9925000000000006
780,780,RSI + MACD + EMA9,KIM,2010-01-01/2023-01-01,0.3,XLRE,0.8783333333333333,5.639166666666668,-4.760833333333335
781,781,RSI + MACD + EMA9,KMI,2010-01-01/2023-01-01,0.3,XLE,4.239090909090908,-2.034545454545455,6.2736363636363635
782,782,RSI + MACD + EMA9,KLAC,2010-01-01/2023-01-01,0.3,XLK,22.499166666666667,23.736666666666668,-1.2375000000000007
783,783,RSI + MACD + EMA9,KHC,2010-01-01/2023-01-01,0.3,XLP,5.8514285714285705,-6.15142857142857,12.002857142857142
784,784,RSI + MACD + EMA9,KR,2010-01-01/2023-01-01,0.3,XLP,9.2425,15.784166666666666,-6.541666666666666
785,785,RSI + MACD + EMA9,LHX,2010-01-01/2023-01-01,0.3,S&P 500,13.073333333333332,15.195000000000002,-2.1216666666666697
786,786,RSI + MACD + EMA9,LH,2010-01-01/2023-01-01,0.3,XLV,3.858333333333333,11.066666666666665,-7.208333333333332
787,787,RSI + MACD + EMA9,LRCX,2010-01-01/2023-01-01,0.3,XLK,10.120833333333332,26.77416666666667,-16.653333333333336
788,788,RSI + MACD + EMA9,LW,2010-01-01/2023-01-01,0.3,S&P 500,11.111666666666666,14.906666666666668,-3.7950000000000017
789,789,RSI + MACD + EMA9,LVS,2010-01-01/2023-01-01,0.3,S&P 500,6.1191666666666675,4.678333333333334,1.4408333333333339
790,790,RSI + MACD + EMA9,LDOS,2010-01-01/2023-01-01,0.3,S&P 500,11.859166666666665,8.420833333333333,3.4383333333333326
791,791,RSI + MACD + EMA9,LEN,2010-01-01/2023-01-01,0.3,XLY,17.909166666666668,17.105,0.8041666666666671
792,792,RSI + MACD + EMA9,LNC,2010-01-01/2023-01-01,0.3,S&P 500,14.906666666666665,10.455833333333333,4.450833333333332
793,793,RSI + MACD + EMA9,LIN,2010-01-01/2023-01-01,0.3,XLB,9.365833333333333,11.838333333333333,-2.4725
794,794,RSI + MACD + EMA9,LYV,2010-01-01/2023-01-01,0.3,XLC,8.680833333333334,22.634166666666662,-13.953333333333328
795,795,RSI + MACD + EMA9,LKQ,2010-01-01/2023-01-01,0.3,S&P 500,9.314166666666667,16.503333333333334,-7.189166666666667
796,796,RSI + MACD + EMA9,LMT,2010-01-01/2023-01-01,0.3,XLI,11.469166666666666,16.32,-4.850833333333334
797,797,RSI + MACD + EMA9,L,2010-01-01/2023-01-01,0.3,S&P 500,7.674166666666667,4.9558333333333335,2.7183333333333337
798,798,RSI + MACD + EMA9,LOW,2010-01-01/2023-01-01,0.3,XLY,20.665,21.006666666666668,-0.34166666666666856
799,799,RSI + MACD + EMA9,LYB,2010-01-01/2023-01-01,0.3,XLB,8.0525,15.464999999999996,-7.412499999999996
800,800,RSI + MACD + EMA9,MTB,2010-01-01/2023-01-01,0.3,S&P 500,12.404166666666667,7.638333333333333,4.765833333333334
801,801,RSI + MACD + EMA9,MRO,2010-01-01/2023-01-01,0.3,XLE,13.770833333333334,12.5475,1.2233333333333345
