,Unnamed: 0,strategy,ticker,time window,commission,market,yearly avg performance strategy (%),yearly avg performance buy & hold (%),yearly return differential (%)
105,105,MovingAverageCrossOver,CHTR,2010-01-01/2023-01-01,0.3,XLC,23.2775,27.123333333333335,-3.845833333333335
106,106,MovingAverageCrossOver,CVX,2010-01-01/2023-01-01,0.3,XLE,3.858333333333333,7.8825,-4.024166666666668
107,107,MovingAverageCrossOver,CMG,2010-01-01/2023-01-01,0.3,XLY,21.920833333333334,26.033333333333335,-4.112500000000001
108,108,MovingAverageCrossOver,CB,2010-01-01/2023-01-01,0.3,XLF,7.882500000000001,12.129166666666668,-4.246666666666667
109,109,MovingAverageCrossOver,CHD,2010-01-01/2023-01-01,0.3,XLP,8.455,15.483333333333333,-7.028333333333332
110,110,MovingAverageCrossOver,CI,2010-01-01/2023-01-01,0.3,XLV,11.320833333333335,20.128333333333334,-8.8075
111,111,MovingAverageCrossOver,CINF,2010-01-01/2023-01-01,0.3,S&P 500,9.824166666666668,13.524166666666666,-3.6999999999999975
112,112,MovingAverageCrossOver,CTAS,2010-01-01/2023-01-01,0.3,S&P 500,16.749999999999996,25.7925,-9.042500000000004
113,113,MovingAverageCrossOver,CSCO,2010-01-01/2023-01-01,0.3,XLK,3.3350000000000004,7.655833333333334,-4.320833333333333
114,114,MovingAverageCrossOver,C,2010-01-01/2023-01-01,0.3,XLF,1.1416666666666664,4.52,-3.378333333333333
115,115,MovingAverageCrossOver,CFG,2010-01-01/2023-01-01,0.3,S&P 500,1.4512500000000008,10.521250000000002,-9.07
116,116,MovingAverageCrossOver,CLX,2010-01-01/2023-01-01,0.3,XLP,3.1391666666666667,7.889999999999998,-4.750833333333331
117,117,MovingAverageCrossOver,CME,2010-01-01/2023-01-01,0.3,XLF,4.894166666666666,11.70083333333333,-6.806666666666664
118,118,MovingAverageCrossOver,CMS,2010-01-01/2023-01-01,0.3,XLU,6.4816666666666665,12.313333333333334,-5.831666666666668
119,119,MovingAverageCrossOver,KO,2010-01-01/2023-01-01,0.3,XLP,2.5733333333333337,6.866666666666667,-4.293333333333333
120,120,MovingAverageCrossOver,CTSH,2010-01-01/2023-01-01,0.3,XLK,2.5058333333333334,9.16,-6.654166666666667
121,121,MovingAverageCrossOver,CL,2010-01-01/2023-01-01,0.3,XLP,0.5833333333333335,5.939166666666666,-5.355833333333333
122,122,MovingAverageCrossOver,CMCSA,2010-01-01/2023-01-01,0.3,XLC,9.205833333333334,14.63,-5.424166666666666
123,123,MovingAverageCrossOver,CMA,2010-01-01/2023-01-01,0.3,S&P 500,11.543333333333335,10.785833333333334,0.7575000000000003
124,124,MovingAverageCrossOver,CAG,2010-01-01/2023-01-01,0.3,XLP,1.409166666666666,6.454166666666667,-5.045000000000001
125,125,MovingAverageCrossOver,COP,2010-01-01/2023-01-01,0.3,XLE,8.734166666666667,11.910000000000002,-3.175833333333335
126,126,MovingAverageCrossOver,ED,2010-01-01/2023-01-01,0.3,XLU,0.8033333333333333,6.404166666666666,-5.600833333333332
127,127,MovingAverageCrossOver,STZ,2010-01-01/2023-01-01,0.3,XLP,18.995833333333334,27.177499999999995,-8.181666666666661
128,128,MovingAverageCrossOver,CEG,2010-01-01/2023-01-01,0.3,S&P 500,,,
129,129,MovingAverageCrossOver,COO,2010-01-01/2023-01-01,0.3,S&P 500,14.9775,20.460833333333333,-5.483333333333334
130,130,MovingAverageCrossOver,CPRT,2010-01-01/2023-01-01,0.3,S&P 500,16.150833333333335,25.665000000000003,-9.514166666666668
131,131,MovingAverageCrossOver,GLW,2010-01-01/2023-01-01,0.3,S&P 500,6.2925,7.4025,-1.1099999999999994
132,132,MovingAverageCrossOver,CTVA,2010-01-01/2023-01-01,0.3,XLB,14.756666666666666,29.23,-14.473333333333334
133,133,MovingAverageCrossOver,CSGP,2010-01-01/2023-01-01,0.3,S&P 500,18.616666666666667,27.86499999999999,-9.248333333333324
134,134,MovingAverageCrossOver,COST,2010-01-01/2023-01-01,0.3,XLP,10.4,19.694166666666664,-9.294166666666664
135,135,MovingAverageCrossOver,CTRA,2010-01-01/2023-01-01,0.3,S&P 500,8.241666666666667,14.286666666666667,-6.045
136,136,MovingAverageCrossOver,CCI,2010-01-01/2023-01-01,0.3,XLRE,1.4099999999999993,13.27833333333333,-11.868333333333332
137,137,MovingAverageCrossOver,CSX,2010-01-01/2023-01-01,0.3,XLI,12.354166666666664,17.145,-4.790833333333335
138,138,MovingAverageCrossOver,CMI,2010-01-01/2023-01-01,0.3,XLB,6.3725,10.423333333333332,-4.050833333333332
139,139,MovingAverageCrossOver,CVS,2010-01-01/2023-01-01,0.3,XLV,9.703333333333333,11.333333333333334,-1.6300000000000008
140,140,MovingAverageCrossOver,DHI,2010-01-01/2023-01-01,0.3,XLY,6.630833333333334,18.680833333333336,-12.05
141,141,MovingAverageCrossOver,DHR,2010-01-01/2023-01-01,0.3,XLV,11.536666666666667,20.645,-9.108333333333333
142,142,MovingAverageCrossOver,DRI,2010-01-01/2023-01-01,0.3,S&P 500,5.4925,12.505833333333333,-7.013333333333334
143,143,MovingAverageCrossOver,DVA,2010-01-01/2023-01-01,0.3,S&P 500,8.074166666666667,11.145000000000003,-3.0708333333333364
144,144,MovingAverageCrossOver,DE,2010-01-01/2023-01-01,0.3,XLI,12.269166666666665,17.963333333333335,-5.6941666666666695
145,145,MovingAverageCrossOver,DAL,2010-01-01/2023-01-01,0.3,XLI,6.930833333333335,14.981666666666664,-8.05083333333333
146,146,MovingAverageCrossOver,XRAY,2010-01-01/2023-01-01,0.3,S&P 500,-0.47916666666666696,3.2499999999999996,-3.7291666666666665
147,147,MovingAverageCrossOver,DVN,2010-01-01/2023-01-01,0.3,XLE,12.999166666666667,9.368333333333334,3.6308333333333334
148,148,MovingAverageCrossOver,DXCM,2010-01-01/2023-01-01,0.3,S&P 500,33.86083333333334,41.35,-7.489166666666662
149,149,MovingAverageCrossOver,FANG,2010-01-01/2023-01-01,0.3,S&P 500,29.976999999999997,33.394999999999996,-3.4179999999999993
150,150,MovingAverageCrossOver,DLR,2010-01-01/2023-01-01,0.3,XLRE,1.9558333333333326,8.013333333333334,-6.057500000000001
151,151,MovingAverageCrossOver,DFS,2010-01-01/2023-01-01,0.3,XLF,18.061666666666667,20.98166666666667,-2.9200000000000017
152,152,MovingAverageCrossOver,DIS,2010-01-01/2023-01-01,0.3,XLC,11.226666666666667,12.825833333333335,-1.5991666666666688
153,153,MovingAverageCrossOver,DG,2010-01-01/2023-01-01,0.3,XLY,13.583333333333334,20.135833333333334,-6.5525
154,154,MovingAverageCrossOver,DLTR,2010-01-01/2023-01-01,0.3,XLY,11.741666666666667,18.86,-7.118333333333332
155,155,MovingAverageCrossOver,D,2010-01-01/2023-01-01,0.3,XLU,1.3475000000000004,5.554166666666667,-4.206666666666667
156,156,MovingAverageCrossOver,DPZ,2010-01-01/2023-01-01,0.3,S&P 500,25.38333333333333,34.50833333333333,-9.125000000000004
157,157,MovingAverageCrossOver,DOV,2010-01-01/2023-01-01,0.3,XLI,7.115833333333334,14.250833333333334,-7.135000000000001
158,158,MovingAverageCrossOver,DOW,2010-01-01/2023-01-01,0.3,XLB,-0.6999999999999993,5.906666666666666,-6.606666666666666
159,159,MovingAverageCrossOver,DTE,2010-01-01/2023-01-01,0.3,XLU,3.3624999999999994,10.360833333333332,-6.998333333333333
160,160,MovingAverageCrossOver,DUK,2010-01-01/2023-01-01,0.3,XLU,1.8675000000000004,6.310833333333335,-4.443333333333334
161,161,MovingAverageCrossOver,DD,2010-01-01/2023-01-01,0.3,XLB,6.110833333333335,6.144166666666666,-0.03333333333333144
162,162,MovingAverageCrossOver,DXC,2010-01-01/2023-01-01,0.3,S&P 500,12.974166666666667,10.21333333333333,2.7608333333333377
163,163,MovingAverageCrossOver,EMN,2010-01-01/2023-01-01,0.3,XLB,7.161666666666668,11.558333333333332,-4.396666666666664
164,164,MovingAverageCrossOver,ETN,2010-01-01/2023-01-01,0.3,XLI,8.321666666666667,13.150833333333333,-4.829166666666666
165,165,MovingAverageCrossOver,EBAY,2010-01-01/2023-01-01,0.3,XLY,7.382499999999999,15.348333333333334,-7.965833333333335
166,166,MovingAverageCrossOver,ECL,2010-01-01/2023-01-01,0.3,XLB,7.108333333333333,12.119166666666667,-5.010833333333333
167,167,MovingAverageCrossOver,EIX,2010-01-01/2023-01-01,0.3,XLU,-2.040000000000001,5.928333333333335,-7.9683333333333355
168,168,MovingAverageCrossOver,EW,2010-01-01/2023-01-01,0.3,S&P 500,18.090833333333332,23.185,-5.094166666666666
169,169,MovingAverageCrossOver,EA,2010-01-01/2023-01-01,0.3,XLC,17.462500000000002,22.717499999999998,-5.2549999999999955
170,170,MovingAverageCrossOver,ELV,2010-01-01/2023-01-01,0.3,S&P 500,13.342500000000001,20.910833333333333,-7.568333333333332
171,171,MovingAverageCrossOver,LLY,2010-01-01/2023-01-01,0.3,XLV,12.8175,20.596666666666668,-7.779166666666667
172,172,MovingAverageCrossOver,EMR,2010-01-01/2023-01-01,0.3,XLI,-0.5191666666666668,6.009999999999999,-6.529166666666666
173,173,MovingAverageCrossOver,ENPH,2010-01-01/2023-01-01,0.3,S&P 500,93.228,94.60900000000001,-1.3810000000000144
174,174,MovingAverageCrossOver,ETR,2010-01-01/2023-01-01,0.3,XLU,-2.618333333333333,3.6558333333333333,-6.274166666666666
175,175,MovingAverageCrossOver,EOG,2010-01-01/2023-01-01,0.3,XLE,8.0775,11.804166666666667,-3.7266666666666666
176,176,MovingAverageCrossOver,EPAM,2010-01-01/2023-01-01,0.3,S&P 500,31.142000000000003,39.712,-8.57
177,177,MovingAverageCrossOver,EQT,2010-01-01/2023-01-01,0.3,XLE,11.351666666666665,10.65833333333333,0.6933333333333351
178,178,MovingAverageCrossOver,EFX,2010-01-01/2023-01-01,0.3,S&P 500,9.521666666666667,17.910833333333333,-8.389166666666666
179,179,MovingAverageCrossOver,EQIX,2010-01-01/2023-01-01,0.3,XLRE,13.145000000000001,20.02,-6.874999999999998
180,180,MovingAverageCrossOver,EQR,2010-01-01/2023-01-01,0.3,XLRE,5.997499999999999,5.8,0.1974999999999989
181,181,MovingAverageCrossOver,ESS,2010-01-01/2023-01-01,0.3,XLRE,7.756666666666665,9.825833333333334,-2.0691666666666686
182,182,MovingAverageCrossOver,EL,2010-01-01/2023-01-01,0.3,XLP,12.709166666666667,20.744999999999997,-8.035833333333331
183,183,MovingAverageCrossOver,ETSY,2010-01-01/2023-01-01,0.3,S&P 500,37.13857142857143,51.23000000000001,-14.09142857142858
184,184,MovingAverageCrossOver,EG,2010-01-01/2023-01-01,0.3,S&P 500,6.229166666666665,11.760833333333336,-5.531666666666671
185,185,MovingAverageCrossOver,EVRG,2010-01-01/2023-01-01,0.3,S&P 500,3.9208333333333343,9.278333333333334,-5.3575
186,186,MovingAverageCrossOver,ES,2010-01-01/2023-01-01,0.3,XLU,2.4516666666666667,9.938333333333334,-7.486666666666668
187,187,MovingAverageCrossOver,EXC,2010-01-01/2023-01-01,0.3,XLU,-0.2450000000000004,3.9250000000000003,-4.170000000000001
188,188,MovingAverageCrossOver,EXPE,2010-01-01/2023-01-01,0.3,S&P 500,-0.48916666666666614,11.886666666666665,-12.37583333333333
189,189,MovingAverageCrossOver,EXPD,2010-01-01/2023-01-01,0.3,S&P 500,2.875,8.845833333333333,-5.970833333333333
190,190,MovingAverageCrossOver,EXR,2010-01-01/2023-01-01,0.3,XLRE,21.94916666666667,24.9075,-2.9583333333333286
191,191,MovingAverageCrossOver,XOM,2010-01-01/2023-01-01,0.3,XLE,4.3275,5.4925,-1.165
192,192,MovingAverageCrossOver,FFIV,2010-01-01/2023-01-01,0.3,S&P 500,1.7375000000000005,8.051666666666668,-6.314166666666667
193,193,MovingAverageCrossOver,FDS,2010-01-01/2023-01-01,0.3,S&P 500,4.3775,15.677499999999997,-11.299999999999997
194,194,MovingAverageCrossOver,FICO,2010-01-01/2023-01-01,0.3,S&P 500,14.246666666666668,29.10666666666666,-14.85999999999999
195,195,MovingAverageCrossOver,FAST,2010-01-01/2023-01-01,0.3,S&P 500,5.821666666666666,13.536666666666667,-7.715000000000001
196,196,MovingAverageCrossOver,FRT,2010-01-01/2023-01-01,0.3,XLRE,5.980833333333333,4.501666666666667,1.479166666666666
197,197,MovingAverageCrossOver,FDX,2010-01-01/2023-01-01,0.3,XLI,13.214166666666666,9.785833333333334,3.428333333333331
198,198,MovingAverageCrossOver,FITB,2010-01-01/2023-01-01,0.3,XLF,7.635833333333333,11.885833333333332,-4.249999999999999
199,199,MovingAverageCrossOver,FSLR,2010-01-01/2023-01-01,0.3,S&P 500,9.313333333333334,7.63,1.6833333333333345
200,200,MovingAverageCrossOver,FE,2010-01-01/2023-01-01,0.3,XLU,1.3025,1.274166666666667,0.0283333333333331
201,201,MovingAverageCrossOver,FIS,2010-01-01/2023-01-01,0.3,S&P 500,9.300000000000002,12.385833333333332,-3.08583333333333
202,202,MovingAverageCrossOver,FI,2010-01-01/2023-01-01,0.3,S&P 500,14.759999999999998,19.384999999999994,-4.6249999999999964
203,203,MovingAverageCrossOver,FLT,2010-01-01/2023-01-01,0.3,S&P 500,16.894166666666667,22.077499999999997,-5.18333333333333
204,204,MovingAverageCrossOver,FMC,2010-01-01/2023-01-01,0.3,XLB,8.079166666666667,14.825833333333334,-6.746666666666666
205,205,MovingAverageCrossOver,F,2010-01-01/2023-01-01,0.3,XLY,5.352499999999999,5.035,0.317499999999999
206,206,MovingAverageCrossOver,FTNT,2010-01-01/2023-01-01,0.3,S&P 500,22.349999999999998,36.98583333333333,-14.635833333333334
207,207,MovingAverageCrossOver,FTV,2010-01-01/2023-01-01,0.3,S&P 500,0.2583333333333326,7.390000000000001,-7.131666666666668
208,208,MovingAverageCrossOver,FOXA,2010-01-01/2023-01-01,0.3,S&P 500,-6.683333333333333,1.6700000000000002,-8.353333333333333
