,strategy,ticker,time window,commission,market,pause window (days),yearly avg performance strategy (%),yearly avg performance buy & hold (%),yearly return differential (%)
2765,MovingAverageCrossOver,MU,2000-01-01/2010-01-01,0.3,XLK,0,1.0766666666666669,-17.56111111111111,18.637777777777778
2766,MovingAverageCrossOver,MSFT,2000-01-01/2010-01-01,0.3,XLK,0,-8.195555555555556,-4.963333333333333,-3.232222222222223
2767,MovingAverageCrossOver,MAA,2000-01-01/2010-01-01,0.3,XLRE,0,5.779999999999999,7.043333333333332,-1.2633333333333328
2768,MovingAverageCrossOver,MHK,2000-01-01/2010-01-01,0.3,XLY,0,3.768888888888889,10.847777777777777,-7.078888888888888
2769,MovingAverageCrossOver,MOH,2000-01-01/2010-01-01,0.3,XLV,0,-3.7933333333333343,-0.2933333333333324,-3.5000000000000018
2770,MovingAverageCrossOver,TAP,2000-01-01/2010-01-01,0.3,XLP,0,-2.7055555555555553,5.527777777777778,-8.233333333333333
2771,MovingAverageCrossOver,MDLZ,2000-01-01/2010-01-01,0.3,XLP,0,-5.21,-2.08125,-3.12875
2772,MovingAverageCrossOver,MPWR,2000-01-01/2010-01-01,0.3,XLK,0,4.9780000000000015,15.744,-10.765999999999998
2773,MovingAverageCrossOver,MNST,2000-01-01/2010-01-01,0.3,XLP,0,65.81111111111112,94.13111111111111,-28.319999999999993
2774,MovingAverageCrossOver,MCO,2000-01-01/2010-01-01,0.3,XLF,0,9.128888888888888,13.348888888888888,-4.220000000000001
2775,MovingAverageCrossOver,MS,2000-01-01/2010-01-01,0.3,XLF,0,-10.083333333333332,-8.284444444444444,-1.7988888888888876
2776,MovingAverageCrossOver,MOS,2000-01-01/2010-01-01,0.3,XLB,0,22.86555555555556,29.545555555555552,-6.679999999999993
2777,MovingAverageCrossOver,MSI,2000-01-01/2010-01-01,0.3,XLK,0,-3.3655555555555545,-9.241111111111111,5.875555555555557
2778,MovingAverageCrossOver,MSCI,2000-01-01/2010-01-01,0.3,XLF,0,-4.21,-9.27,5.06
2779,MovingAverageCrossOver,NDAQ,2000-01-01/2010-01-01,0.3,XLF,0,36.74142857142857,24.37714285714286,12.36428571428571
2780,MovingAverageCrossOver,NTAP,2000-01-01/2010-01-01,0.3,XLK,0,-4.268888888888888,-4.965555555555556,0.6966666666666681
2781,MovingAverageCrossOver,NFLX,2000-01-01/2010-01-01,0.3,XLC,0,46.25,42.42428571428571,3.825714285714291
2782,MovingAverageCrossOver,NWL,2000-01-01/2010-01-01,0.3,XLY,0,1.9599999999999997,-5.757777777777777,7.717777777777777
2783,MovingAverageCrossOver,NEM,2000-01-01/2010-01-01,0.3,XLB,0,0.017777777777777597,10.276666666666666,-10.258888888888889
2784,MovingAverageCrossOver,NEE,2000-01-01/2010-01-01,0.3,XLU,0,6.37,8.994444444444444,-2.6244444444444435
2785,MovingAverageCrossOver,NKE,2000-01-01/2010-01-01,0.3,XLY,0,3.1222222222222222,12.232222222222223,-9.110000000000001
2786,MovingAverageCrossOver,NI,2000-01-01/2010-01-01,0.3,XLU,0,-1.8477777777777784,-4.348888888888889,2.501111111111111
2787,MovingAverageCrossOver,NDSN,2000-01-01/2010-01-01,0.3,XLI,0,-3.1422222222222227,7.2988888888888885,-10.44111111111111
2788,MovingAverageCrossOver,NSC,2000-01-01/2010-01-01,0.3,XLI,0,4.938888888888889,13.236666666666668,-8.297777777777778
2789,MovingAverageCrossOver,NTRS,2000-01-01/2010-01-01,0.3,XLF,0,-6.317777777777778,-1.5333333333333339,-4.784444444444444
2790,MovingAverageCrossOver,NOC,2000-01-01/2010-01-01,0.3,XLI,0,-2.8222222222222224,5.538888888888889,-8.36111111111111
2791,MovingAverageCrossOver,NRG,2000-01-01/2010-01-01,0.3,XLU,0,9.108333333333333,18.866666666666667,-9.758333333333335
2792,MovingAverageCrossOver,NUE,2000-01-01/2010-01-01,0.3,XLB,0,15.383333333333333,21.820000000000004,-6.436666666666671
2793,MovingAverageCrossOver,NVDA,2000-01-01/2010-01-01,0.3,XLK,0,12.714444444444444,12.91888888888889,-0.2044444444444462
2794,MovingAverageCrossOver,NVR,2000-01-01/2010-01-01,0.3,XLY,0,28.224444444444444,34.38333333333334,-6.158888888888896
2795,MovingAverageCrossOver,ORLY,2000-01-01/2010-01-01,0.3,XLY,0,5.417777777777777,21.686666666666667,-16.26888888888889
2796,MovingAverageCrossOver,OXY,2000-01-01/2010-01-01,0.3,XLE,0,5.471111111111112,24.153333333333332,-18.682222222222222
2797,MovingAverageCrossOver,ODFL,2000-01-01/2010-01-01,0.3,XLI,0,20.035555555555558,33.69888888888889,-13.66333333333333
2798,MovingAverageCrossOver,OMC,2000-01-01/2010-01-01,0.3,XLC,0,-1.8422222222222215,-2.4155555555555557,0.5733333333333341
2799,MovingAverageCrossOver,ON,2000-01-01/2010-01-01,0.3,XLK,0,12.14888888888889,2.7066666666666657,9.442222222222226
2800,MovingAverageCrossOver,OKE,2000-01-01/2010-01-01,0.3,XLE,0,9.62,9.863333333333333,-0.24333333333333407
2801,MovingAverageCrossOver,ORCL,2000-01-01/2010-01-01,0.3,XLK,0,-5.242222222222221,-2.4755555555555544,-2.7666666666666666
2802,MovingAverageCrossOver,PCAR,2000-01-01/2010-01-01,0.3,XLI,0,11.015555555555558,19.191111111111113,-8.175555555555555
2803,MovingAverageCrossOver,PKG,2000-01-01/2010-01-01,0.3,XLB,0,-5.065555555555556,5.591111111111112,-10.656666666666668
2804,MovingAverageCrossOver,PARA,2000-01-01/2010-01-01,0.3,XLC,0,-5.6825,-18.229999999999997,12.547499999999996
2805,MovingAverageCrossOver,PH,2000-01-01/2010-01-01,0.3,XLI,0,3.27,7.727777777777779,-4.457777777777778
2806,MovingAverageCrossOver,PAYX,2000-01-01/2010-01-01,0.3,XLI,0,-5.838888888888889,-3.6488888888888886,-2.19
2807,MovingAverageCrossOver,PNR,2000-01-01/2010-01-01,0.3,XLI,0,3.122222222222222,7.875555555555555,-4.753333333333333
2808,MovingAverageCrossOver,PEP,2000-01-01/2010-01-01,0.3,XLP,0,-1.0955555555555554,3.8833333333333337,-4.978888888888889
2809,MovingAverageCrossOver,PFE,2000-01-01/2010-01-01,0.3,XLV,0,-9.553333333333333,-9.656666666666666,0.1033333333333335
2810,MovingAverageCrossOver,PCG,2000-01-01/2010-01-01,0.3,XLU,0,14.062222222222223,8.497777777777777,5.564444444444446
2811,MovingAverageCrossOver,PM,2000-01-01/2010-01-01,0.3,XLP,0,-7.07,-10.76,3.6899999999999995
2812,MovingAverageCrossOver,PNW,2000-01-01/2010-01-01,0.3,XLU,0,0.11555555555555586,-1.298888888888889,1.4144444444444448
2813,MovingAverageCrossOver,PXD,2000-01-01/2010-01-01,0.3,XLE,0,-0.3099999999999999,13.24777777777778,-13.55777777777778
2814,MovingAverageCrossOver,PNC,2000-01-01/2010-01-01,0.3,XLF,0,-5.211111111111111,-0.9177777777777784,-4.293333333333333
2815,MovingAverageCrossOver,POOL,2000-01-01/2010-01-01,0.3,XLY,0,1.9133333333333316,16.25,-14.336666666666668
2816,MovingAverageCrossOver,PPG,2000-01-01/2010-01-01,0.3,XLB,0,-5.054444444444444,1.0322222222222222,-6.086666666666666
2817,MovingAverageCrossOver,PPL,2000-01-01/2010-01-01,0.3,XLU,0,4.682222222222222,11.675555555555556,-6.993333333333334
2818,MovingAverageCrossOver,PFG,2000-01-01/2010-01-01,0.3,XLF,0,-2.5112500000000013,3.2524999999999995,-5.763750000000001
2819,MovingAverageCrossOver,PG,2000-01-01/2010-01-01,0.3,XLP,0,3.6999999999999997,5.591111111111111,-1.8911111111111114
