,strategy,ticker,time window,commission,market,yearly avg performance strategy (%),yearly avg performance buy & hold (%),yearly return differential (%)
197,MovingAverageCrossOver,FE,2010-01-01/2023-01-01,0.3,XLU,-6.480833333333334,1.274166666666667,-7.755000000000001
198,MovingAverageCrossOver,FIS,2010-01-01/2023-01-01,0.3,XLF,7.381666666666667,12.385833333333332,-5.0041666666666655
199,MovingAverageCrossOver,FI,2010-01-01/2023-01-01,0.3,XLF,11.630833333333333,19.384999999999994,-7.754166666666661
200,MovingAverageCrossOver,FLT,2010-01-01/2023-01-01,0.3,XLF,11.724166666666667,22.077499999999997,-10.35333333333333
201,MovingAverageCrossOver,FMC,2010-01-01/2023-01-01,0.3,XLB,1.2266666666666668,14.825833333333334,-13.599166666666667
202,MovingAverageCrossOver,F,2010-01-01/2023-01-01,0.3,XLY,5.1016666666666675,5.035,0.06666666666666732
203,MovingAverageCrossOver,FTNT,2010-01-01/2023-01-01,0.3,XLK,24.127499999999998,36.98583333333333,-12.858333333333334
204,MovingAverageCrossOver,FTV,2010-01-01/2023-01-01,0.3,XLI,3.4616666666666673,7.390000000000001,-3.9283333333333332
205,MovingAverageCrossOver,FOXA,2010-01-01/2023-01-01,0.3,XLC,-7.353333333333334,1.6700000000000002,-9.023333333333335
206,MovingAverageCrossOver,FOX,2010-01-01/2023-01-01,0.3,XLC,-9.743333333333334,-0.8899999999999993,-8.853333333333335
207,MovingAverageCrossOver,BEN,2010-01-01/2023-01-01,0.3,XLF,-10.22,-0.050000000000000266,-10.17
208,MovingAverageCrossOver,FCX,2010-01-01/2023-01-01,0.3,XLB,13.310833333333335,8.473333333333334,4.8375
209,MovingAverageCrossOver,GRMN,2010-01-01/2023-01-01,0.3,XLY,10.125,12.378333333333332,-2.253333333333332
210,MovingAverageCrossOver,IT,2010-01-01/2023-01-01,0.3,XLK,11.277500000000002,24.165000000000003,-12.887500000000001
211,MovingAverageCrossOver,GEN,2010-01-01/2023-01-01,0.3,XLK,-2.7941666666666674,5.037499999999999,-7.831666666666666
212,MovingAverageCrossOver,GNRC,2010-01-01/2023-01-01,0.3,XLI,15.464166666666666,34.76,-19.295833333333334
213,MovingAverageCrossOver,GD,2010-01-01/2023-01-01,0.3,XLI,7.41,12.240833333333335,-4.830833333333334
